game,step,event_type,description,reward,final_reward,winner,ai_left,ai_right,timestamp
2,531,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,droplet,1758300648.013176
2,533,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,droplet,1758300648.0136368
2,534,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,droplet,1758300648.0138242
2,551,reward_change,Positive reward change: 0.0 → 2.0,2.0,,,coacAI,droplet,1758300648.1172705
2,552,reward_change,Negative reward change: 2.0 → 0.0,0.0,,,coacAI,droplet,1758300648.1174896
2,556,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,droplet,1758300648.1182368
2,557,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,droplet,1758300648.1184826
2,561,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,droplet,1758300648.1199656
2,562,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,droplet,1758300648.1201859
2,572,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,droplet,1758300648.3221877
2,573,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,droplet,1758300648.322472
2,576,reward_change,Positive reward change: 0.0 → 10.0,10.0,,,coacAI,droplet,1758300648.324663
2,576,game_end,Game ended - Winner: left,,10.0,left,coacAI,droplet,1758300648.324669
1,1,reward_change,Positive reward change: 0 → 1.0,1.0,,,coacAI,randomAI,1758300648.330239
1,2,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3304527
1,10,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.332126
1,11,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3323174
1,59,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3421648
1,60,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3423553
1,77,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3456826
1,78,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3458612
1,104,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3508122
1,105,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.351085
1,126,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.355229
1,127,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3554273
1,144,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3585794
1,145,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3588293
1,153,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3603082
1,154,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3604853
1,162,reward_change,Positive reward change: 0.0 → 0.2,0.2,,,coacAI,randomAI,1758300648.3620062
1,163,reward_change,Negative reward change: 0.2 → 0.0,0.0,,,coacAI,randomAI,1758300648.3622243
1,226,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3747458
1,227,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3749375
1,229,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3753529
1,230,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3755314
1,275,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3845487
1,276,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3847425
1,283,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3860712
1,284,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3862622
1,293,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3881786
1,294,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3884213
1,332,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.3955889
1,333,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3957806
1,341,reward_change,Positive reward change: 0.0 → 4.0,4.0,,,coacAI,randomAI,1758300648.3973496
1,342,reward_change,Negative reward change: 4.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3975594
1,350,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.399301
1,351,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.3995495
1,378,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.404772
1,379,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4049642
1,396,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4080515
1,397,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4082277
1,399,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4086385
1,400,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4088202
1,417,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.411893
1,418,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4120846
1,445,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4172566
1,446,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4174933
1,463,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4208448
1,464,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4210227
1,466,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4214492
1,467,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.421646
1,475,reward_change,Positive reward change: 0.0 → 4.0,4.0,,,coacAI,randomAI,1758300648.4233525
1,476,reward_change,Negative reward change: 4.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.42354
1,484,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4250052
1,485,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.425184
1,502,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4284515
1,503,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.428661
1,533,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4344037
1,534,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4346137
1,537,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4352412
1,538,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4354281
1,545,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4369106
1,546,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4371016
1,548,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4375792
1,549,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4377687
1,551,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4382498
1,552,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4384587
1,600,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.448036
1,601,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4482908
1,609,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4501934
1,610,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4504275
1,614,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4513848
1,615,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4516292
1,624,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.453457
1,625,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4536996
1,629,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4546156
1,630,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4549608
1,634,reward_change,Positive reward change: 0.0 → 2.0,2.0,,,coacAI,randomAI,1758300648.4559166
1,635,reward_change,Negative reward change: 2.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4561312
1,663,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4623554
1,664,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4625657
1,683,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4662814
1,684,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4664574
1,692,reward_change,Positive reward change: 0.0 → 4.0,4.0,,,coacAI,randomAI,1758300648.46821
1,693,reward_change,Negative reward change: 4.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.468409
1,699,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4695334
1,700,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4697073
1,701,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4698849
1,702,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4700563
1,728,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.475197
1,729,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4753976
1,732,reward_change,Positive reward change: 0.0 → 10.0,10.0,,,coacAI,randomAI,1758300648.4772384
1,732,game_end,Game ended - Winner: left,,10.0,left,coacAI,randomAI,1758300648.477244
2,1,reward_change,Positive reward change: 0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4786167
2,2,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4788692
2,10,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4802692
2,11,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4804447
2,59,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4892967
2,60,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4894772
2,77,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4927547
2,78,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4929805
2,104,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.4977107
2,105,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.4978857
2,126,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5017507
2,127,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5019271
2,144,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5050485
2,145,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5052464
2,153,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5065947
2,154,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5067892
2,162,reward_change,Positive reward change: 0.0 → 0.2,0.2,,,coacAI,randomAI,1758300648.5083117
2,163,reward_change,Negative reward change: 0.2 → 0.0,0.0,,,coacAI,randomAI,1758300648.5084894
2,226,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5199342
2,227,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5201066
2,229,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.520461
2,230,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5207217
2,275,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.529008
2,276,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5291867
2,283,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5304759
2,284,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5306783
2,293,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5323641
2,294,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5325403
2,332,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5399413
2,333,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.540125
2,341,reward_change,Positive reward change: 0.0 → 4.0,4.0,,,coacAI,randomAI,1758300648.5415657
2,342,reward_change,Negative reward change: 4.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5417485
2,350,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.543273
2,351,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5434577
2,378,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5483754
2,379,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5485487
2,396,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5516045
2,397,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5517817
2,399,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5521665
2,400,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5523465
2,417,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.555545
2,418,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5557168
2,445,reward_change,Positive reward change: 0.0 → 1.0,1.0,,,coacAI,randomAI,1758300648.5605092
2,446,reward_change,Negative reward change: 1.0 → 0.0,0.0,,,coacAI,randomAI,1758300648.5606906
